"id","price","ticketnum","performance_id","purchase_id"
"32244","15","TA7452896","7","3232"
"32245","13","TA3562694","33","3232"
"32246","13","TA9865527","83","3232"
"32247","58","TA4768789","18","3232"
"32248","4","TA4766603","58","3233"
"32249","10","TA5214565","29","3233"
"32250","6","TA7911961","42","3233"
"32251","6","TA2019867","17","3233"
"32252","13","TA7457469","46","3233"
"32253","12","TA2703365","85","3233"
"32254","5","TA9844564","67","3233"
"32255","80","TA4277798","34","3234"
"32256","31","TA3329237","16","3234"
"32257","20","TA1420346","52","3234"
"32258","5","TA1541153","81","3234"
"32259","9","TA3621096","114","3234"
"32260","17","TA1255192","76","3234"
"32261","29","TA9965372","122","3234"
"32262","23","TA3043227","41","3234"
"32263","45","TA4676030","7","3234"
"32264","8","TA4573631","48","3235"
"32265","70","TA5875471","86","3235"
"32266","15","TA4413261","129","3235"
"32267","31","TA8735959","101","3235"
"32268","51","TA5711976","131","3235"
"32269","9","TA4173100","74","3235"
"32270","43","TA5514514","107","3235"
"32271","11","TA1875708","37","3235"
"32272","42","TA4112701","6","3235"
"32273","7","TA1654165","90","3235"
"32274","10","TA7568969","109","3235"
"32275","39","TA7631022","46","3235"
"32276","13","TA7960887","70","3235"
"32277","16","TA6058683","118","3235"
"32278","7","TA1022373","75","3235"
"32279","13","TA1602388","34","3235"
"32280","30","TA8414307","127","3236"
"32281","11","TA5671266","79","3236"
"32282","6","TA3854665","39","3236"
"32283","56","TA6138699","100","3236"
"32284","7","TA3478843","21","3236"
"32285","42","TA2459435","23","3236"
"32286","8","TA7489294","25","3236"
"32287","6","TA9009777","46","3236"
"32288","5","TA4800995","67","3236"
"32289","31","TA2803305","81","3236"
"32290","7","TA8314132","24","3236"
"32291","23","TA4767331","41","3236"
"32292","11","TA3498116","13","3236"
"32293","12","TA9668416","84","3237"
"32294","7","TA3765074","75","3237"
"32295","30","TA3182813","130","3237"
"32296","5","TA2594123","16","3237"
"32297","14","TA1799966","24","3237"
"32298","8","TA2360845","96","3237"
"32299","7","TA7158643","107","3238"
"32300","13","TA1602472","80","3238"
"32301","51","TA8569039","60","3238"
"32302","60","TA6301489","52","3238"
"32303","8","TA9017578","98","3238"
"32304","40","TA3452942","54","3238"
"32305","18","TA7507350","57","3238"
"32306","8","TA6015906","98","3239"
"32307","46","TA7795637","41","3239"
"32308","8","TA1500738","88","3239"
"32309","8","TA7504678","131","3239"
"32310","10","TA8991130","130","3239"
"32311","7","TA5433550","4","3239"
"32312","10","TA7059594","29","3239"
"32313","12","TA2080097","36","3239"
"32314","43","TA9496303","78","3239"
"32315","56","TA3761433","100","3240"
"32316","31","TA7842838","105","3240"
"32317","29","TA6632265","63","3240"
"32318","13","TA2929517","70","3240"
"32319","4","TA6002115","64","3240"
"32320","35","TA6094237","79","3240"
"32321","7","TA8290852","5","3240"
"32322","4","TA3384642","28","3240"
"32323","18","TA5442099","114","3240"
"32324","16","TA5820031","26","3240"
"32325","1","TA4775383","90","3240"
"32326","11","TA5877847","72","3240"
"32327","16","TA3255308","116","3240"
"32328","42","TA9207634","6","3240"
"32329","4","TA6303573","3","3240"
"32330","34","TA9362471","66","3240"
"32331","3","TA8509873","10","3240"
"32332","6","TA3723016","102","3241"
"32333","6","TA7947284","42","3241"
"32334","22","TA5888845","110","3241"
"32335","7","TA6697211","77","3241"
"32336","6","TA1155565","83","3241"
"32337","53","TA4876477","132","3241"
"32338","5","TA7841302","62","3241"
"32339","43","TA5328349","78","3241"
"32340","9","TA9319602","63","3241"
"32341","31","TA1835646","109","3241"
"32342","6","TA5072492","108","3241"
"32343","53","TA2509902","61","3241"
"32344","49","TA2492078","98","3241"
"32345","41","TA4623529","2","3241"
"32346","4","TA7198893","122","3241"
"32347","37","TA3994732","39","3241"
"32348","10","TA3520054","29","3241"
"32349","5","TA6377200","19","3241"
"32350","2","TA5362265","47","3241"
"32351","22","TA5686666","4","3242"
"32352","12","TA7600032","38","3242"
"32353","7","TA6805358","90","3242"
"32354","31","TA7095307","101","3242"
"32355","17","TA9807298","45","3242"
"32356","139","TA1180004","41","3242"
"32357","49","TA8137811","98","3242"
"32358","10","TA1473389","123","3242"
"32359","27","TA1659009","93","3242"
"32360","14","TA4548292","71","3242"
"32361","10","TA4640626","52","3242"
"32362","4","TA7017211","35","3242"
"32363","30","TA7056874","127","3242"
"32364","26","TA3280620","34","3242"
"32365","4","TA6143089","74","3242"
"32366","5","TA7366153","47","3243"
"32367","42","TA5951382","23","3243"
"32368","2","TA6171753","129","3243"
"32369","4","TA5383082","58","3243"
"32370","18","TA9950143","100","3243"
"32371","17","TA6430017","132","3243"
"32372","51","TA2695832","45","3244"
"32373","44","TA8183159","31","3244"
"32374","6","TA9935084","84","3244"
"32375","8","TA5654865","131","3244"
"32376","4","TA2312009","74","3244"
"32377","6","TA5103933","102","3244"
"32378","31","TA4969494","105","3244"
"32379","46","TA8425978","89","3244"
"32380","7","TA3920615","5","3244"
"32381","8","TA1956052","40","3244"
"32382","7","TA1127466","6","3244"
"32383","15","TA6714244","77","3244"
"32384","7","TA6308748","10","3244"
"32385","13","TA9058764","34","3244"
"32386","15","TA2686492","124","3244"
"32387","5","TA5000252","13","3245"
"32388","6","TA4120871","85","3245"
"32389","10","TA8389107","81","3245"
"32390","7","TA8571526","78","3245"
"32391","9","TA7892929","74","3245"
"32392","18","TA9642607","104","3245"
"32393","76","TA5654983","73","3245"
"32394","14","TA6500758","71","3245"
"32395","7","TA5886499","7","3245"
"32396","3","TA2381032","4","3246"
"32397","6","TA2069844","17","3246"
"32398","5","TA3759858","47","3246"
"32399","16","TA1558642","26","3246"
"32400","9","TA3393154","93","3246"
"32401","23","TA7790576","86","3246"
"32402","51","TA5150239","45","3246"
"32403","4","TA4384029","63","3246"
"32404","15","TA2280541","77","3246"
"32405","4","TA3688496","64","3247"
"32406","13","TA5957957","70","3248"
"32407","13","TA2457767","54","3248"
"32408","27","TA8033572","64","3248"
"32409","54","TA9369995","120","3248"
"32410","10","TA3984637","97","3248"
"32411","35","TA1698864","13","3248"
"32412","6","TA3160636","46","3248"
"32413","9","TA3721423","18","3248"
"32414","24","TA5779733","38","3248"
"32415","13","TA6137437","11","3248"
"32416","6","TA7403527","56","3248"
"32417","33","TA7774569","62","3248"
"32418","15","TA8048282","128","3248"
"32419","80","TA4122041","33","3248"
"32420","31","TA2396294","16","3248"
"32421","55","TA2113888","114","3248"
"32422","41","TA8050819","95","3249"
"32423","7","TA8422197","49","3249"
"32424","8","TA7570969","131","3249"
"32425","62","TA3076591","29","3249"
"32426","31","TA1728218","109","3249"
"32427","21","TA3733448","53","3249"
"32428","4","TA7113243","43","3249"
"32429","7","TA3464402","89","3249"
"32430","23","TA6810500","41","3249"
"32431","22","TA7164914","110","3249"
"32432","6","TA5229441","57","3249"
"32433","14","TA3058095","107","3249"
"32434","7","TA9270354","125","3249"
"32435","27","TA8069555","27","3250"
"32436","5","TA4818667","79","3250"
"32437","14","TA8061069","31","3250"
"32438","40","TA7141721","102","3250"
"32439","19","TA2394626","65","3250"
"32440","8","TA3312247","88","3250"
"32441","12","TA1843562","38","3250"
"32442","38","TA1433661","44","3250"
"32443","13","TA3519925","70","3250"
"32444","5","TA7978820","47","3250"
"32445","11","TA1869762","72","3251"
"32446","6","TA6465533","57","3251"
"32447","9","TA2829257","104","3251"
"32448","139","TA3644244","41","3251"
"32449","6","TA9509558","102","3251"
"32450","12","TA6290319","36","3252"
"32451","31","TA4825178","81","3252"
"32452","8","TA4836553","132","3252"
"32453","31","TA5368981","67","3252"
"32454","20","TA7908703","52","3252"
"32455","11","TA2852677","51","3252"
"32456","16","TA2442331","98","3252"
"32457","77","TA6834798","117","3252"
"32458","16","TA4109851","40","3252"
"32459","7","TA6196792","53","3252"
"32460","17","TA3314170","61","3253"
"32461","13","TA5056476","102","3254"
"32462","80","TA9190569","34","3254"
"32463","17","TA7024469","131","3254"
"32464","6","TA1465319","17","3254"
"32465","9","TA3995956","82","3254"
"32466","41","TA8146813","95","3254"
"32467","5","TA7776195","67","3254"
"32468","34","TA2753434","66","3254"
"32469","24","TA1535529","38","3254"
"32470","16","TA8991432","40","3254"
"32471","10","TA3946511","123","3254"
"32472","22","TA9038432","110","3254"
"32473","26","TA2029973","33","3254"
"32474","14","TA8053957","75","3254"
"32475","78","TA7390672","80","3254"
"32476","27","TA9763283","93","3254"
"32477","5","TA6193846","22","3254"
"32478","9","TA1921201","64","3254"
"32479","6","TA1367797","69","3254"
"32480","7","TA9666454","8","3255"
"32481","5","TA3368165","22","3255"
"32482","10","TA9478292","123","3255"
"32483","7","TA6391720","94","3255"
"32484","59","TA3230524","65","3256"
"32485","17","TA6534169","76","3256"
"32486","12","TA7906326","103","3256"
"32487","37","TA8622335","42","3256"
"32488","12","TA1676729","84","3256"
"32489","43","TA3276631","107","3256"
"32490","7","TA8757031","23","3256"
"32491","7","TA1301175","24","3256"
"32492","1","TA9663481","90","3256"
"32493","11","TA8755609","15","3256"
"32494","15","TA9063151","47","3256"
"32495","5","TA6599910","79","3256"
"32496","139","TA6355392","41","3256"
"32497","53","TA4603619","61","3256"
"32498","15","TA9602383","77","3257"
"32499","10","TA1320956","81","3257"
"32500","76","TA3236674","73","3257"
"32501","6","TA1707534","103","3257"
"32502","14","TA4557484","71","3257"
"32503","9","TA9632583","120","3257"
"32504","40","TA6560954","70","3257"
"32505","10","TA4633297","68","3257"
"32506","4","TA7620239","35","3257"
"32507","34","TA5598231","37","3257"
"32508","13","TA9406486","80","3257"
"32509","8","TA7989621","98","3257"
"32510","53","TA1485026","111","3257"
"32511","12","TA3744735","42","3257"
"32512","39","TA9810143","69","3257"
"32513","9","TA5629232","122","3257"
"32514","4","TA2524952","63","3257"
"32515","8","TA8501321","132","3257"
"32516","27","TA8259205","28","3257"
"32517","7","TA5318391","89","3258"
"32518","10","TA3512867","121","3258"
"32519","34","TA1077819","15","3258"
"32520","10","TA9136885","109","3258"
"32521","30","TA9505540","68","3258"
"32522","7","TA6108017","71","3258"
"32523","15","TA9690681","21","3259"
"32524","9","TA4157169","87","3259"
"32525","58","TA7388779","18","3259"
"32526","5","TA7892091","13","3259"
"32527","139","TA1816211","41","3259"
"32528","34","TA9388460","72","3259"
"32529","12","TA2466936","38","3259"
"32530","7","TA9029596","10","3259"
"32531","19","TA9263535","65","3259"
"32532","15","TA3975703","77","3259"
"32533","26","TA6222050","33","3259"
"32534","40","TA6212845","70","3259"
"32535","31","TA6212107","19","3259"
"32536","27","TA5918575","12","3259"
"32537","5","TA7233062","81","3259"
"32538","35","TA5894591","51","3259"
"32539","27","TA4114354","58","3259"
"32540","6","TA6852892","91","3259"
"32541","13","TA4185412","34","3259"
"32542","21","TA9983354","10","3260"
"32543","15","TA3864191","7","3260"
"32544","7","TA3171628","99","3260"
"32545","11","TA8400632","22","3260"
"32546","15","TA1148083","47","3261"
"32547","77","TA9239242","117","3261"
"32548","12","TA1922564","103","3261"
"32549","7","TA1811433","23","3261"
"32550","4","TA3648192","82","3261"
"32551","7","TA2915535","4","3261"
"32552","21","TA9583994","14","3261"
"32553","12","TA2424537","39","3262"
"32554","12","TA4202205","44","3262"
"32555","6","TA1273840","108","3263"
"32556","58","TA8525257","18","3263"
"32557","13","TA7656977","46","3263"
"32558","27","TA7216605","27","3264"
"32559","5","TA1084045","130","3264"
"32560","4","TA3255009","35","3264"
"32561","35","TA6001777","51","3264"
"32562","5","TA4074460","19","3264"
"32563","22","TA8658037","115","3264"
"32564","15","TA6142228","89","3264"
"32565","4","TA5642101","74","3264"
"32566","40","TA8278771","102","3264"
"32567","18","TA6439230","57","3264"
"32568","25","TA6267004","117","3264"
"32569","42","TA2504773","8","3264"
"32570","10","TA3070636","52","3264"
"32571","13","TA8434618","83","3264"
"32572","50","TA8527395","32","3264"
"32573","53","TA3177745","111","3265"
"32574","18","TA4039335","57","3265"
"32575","58","TA2840474","18","3265"
"32576","4","TA2689609","74","3265"
"32577","14","TA3360130","99","3265"
"32578","11","TA3856083","110","3265"
"32579","72","TA3114226","38","3265"
"32580","5","TA3761269","126","3265"
"32581","4","TA4969233","74","3266"
"32582","31","TA9515808","16","3266"
"32583","16","TA2800252","118","3266"
"32584","40","TA3219011","91","3266"
"32585","17","TA1160096","59","3266"
"32586","7","TA1788029","49","3266"
"32587","35","TA2490981","51","3266"
"32588","10","TA2379234","121","3266"
"32589","8","TA1783465","45","3266"
"32590","17","TA8873274","111","3266"
"32591","16","TA9500945","26","3266"
"32592","11","TA7284835","37","3266"
"32593","4","TA9075380","64","3266"
"32594","67","TA5803831","110","3266"
"32595","7","TA9335748","23","3266"
"32596","5","TA3696694","101","3266"
"32597","9","TA2447084","58","3267"
"32598","4","TA9313089","3","3267"
"32599","48","TA5371628","116","3267"
"32600","7","TA4678077","90","3267"
"32601","21","TA8108020","10","3267"
"32602","14","TA8555691","107","3267"
"32603","5","TA5336943","15","3267"
"32604","40","TA6116627","70","3267"
"32605","38","TA5370615","106","3267"
"32606","38","TA2989572","85","3267"
"32607","6","TA4991292","119","3267"
"32608","19","TA7855116","9","3267"
"32609","2","TA1837931","129","3267"
"32610","39","TA6643881","69","3267"
"32611","40","TA5765319","56","3267"
"32612","97","TA9206867","26","3267"
"32613","18","TA5190048","57","3267"
"32614","26","TA4324125","80","3267"
"32615","18","TA8289650","120","3267"
"32616","19","TA7119687","65","3268"
"32617","7","TA5527161","125","3269"
"32618","7","TA1309769","99","3269"
"32619","13","TA9900995","80","3269"
"32620","6","TA5831526","2","3269"
"32621","12","TA7714358","84","3269"
"32622","10","TA7041296","81","3269"
"32623","6","TA7162474","42","3269"
"32624","16","TA5107898","32","3269"
"32625","9","TA6048780","3","3269"
"32626","7","TA3798302","75","3269"
"32627","42","TA7249942","94","3269"
"32628","8","TA6657850","25","3269"
"32629","4","TA5394274","20","3269"
"32630","16","TA5125388","48","3269"
"32631","9","TA5755480","120","3269"
"32632","15","TA6879198","49","3269"
"32633","4","TA1003035","28","3269"
"32634","29","TA5108461","63","3269"
"32635","4","TA1916300","25","3270"
"32636","6","TA6211467","44","3270"
"32637","67","TA9569807","110","3270"
"32638","25","TA2354270","35","3270"
"32639","3","TA9888193","57","3270"
"32640","13","TA5771300","33","3270"
"32641","5","TA4485467","109","3270"
"32642","17","TA4520984","59","3270"
"32643","15","TA4352321","49","3270"
"32644","37","TA6893665","112","3270"
"32645","38","TA5253640","84","3271"
"32646","51","TA7644811","45","3271"
"32647","12","TA5758064","112","3271"
"32648","31","TA8904697","55","3271"
"32649","5","TA1114079","109","3271"
"32650","5","TA9393754","13","3271"
"32651","16","TA1856234","98","3272"
"32652","19","TA4783090","18","3272"
"32653","40","TA9078922","56","3272"
"32654","5","TA5690769","37","3272"
"32655","15","TA5760041","5","3273"
"32656","14","TA8138292","107","3273"
"32657","4","TA6764989","82","3273"
"32658","28","TA1661048","87","3273"
"32659","55","TA3072107","114","3273"
"32660","5","TA2721674","76","3273"
"32661","35","TA1868251","50","3273"
"32662","4","TA3350315","74","3273"
"32663","37","TA9930198","36","3273"
"32664","12","TA6701528","42","3273"
"32665","7","TA6145287","10","3273"
"32666","6","TA1875101","70","3273"
"32667","5","TA8455276","97","3274"
"32668","13","TA6618645","2","3274"
"32669","13","TA7344078","95","3274"
"32670","80","TA1001158","34","3274"
"32671","8","TA1805741","92","3274"
"32672","7","TA8745342","125","3274"
"32673","7","TA9765387","128","3274"
"32674","17","TA7978640","59","3275"
"32675","14","TA2340583","75","3275"
"32676","10","TA8730790","1","3275"
"32677","9","TA9248405","93","3275"
"32678","5","TA7344453","19","3275"
"32679","14","TA8312291","71","3275"
"32680","15","TA4737872","77","3275"
"32681","10","TA2465983","16","3275"
"32682","44","TA7758969","31","3275"
"32683","13","TA3409985","54","3275"
"32684","13","TA4697589","69","3275"
"32685","16","TA3730525","118","3275"
"32686","13","TA2915661","70","3275"
"32687","3","TA2006925","57","3275"
"32688","58","TA1491838","18","3275"
"32689","6","TA6672050","85","3275"
"32690","26","TA1075160","80","3276"
"32691","5","TA7279132","68","3276"
"32692","6","TA6758648","84","3276"
"32693","37","TA6443258","112","3276"
"32694","2","TA7894952","124","3277"
"32695","8","TA4465668","48","3277"
"32696","9","TA6414602","20","3277"
"32697","6","TA7804453","39","3278"
"32698","27","TA1947018","64","3278"
"32699","6","TA5795848","70","3278"
"32700","51","TA1192734","60","3278"
"32701","35","TA1151719","79","3278"
"32702","16","TA9143783","118","3278"
"32703","44","TA6999248","75","3278"
"32704","30","TA9550970","121","3278"
"32705","25","TA7658903","117","3278"
"32706","5","TA2364849","123","3278"
"32707","51","TA9150581","45","3278"
"32708","11","TA5387351","51","3278"
"32709","42","TA9384629","6","3278"
"32710","58","TA4108170","18","3278"
"32711","63","TA2491039","14","3278"
"32712","17","TA5679219","76","3278"
"32713","37","TA4349386","42","3279"
"32714","8","TA3875552","61","3279"
"32715","24","TA2349643","88","3279"
"32716","12","TA4134822","85","3279"
"32717","14","TA7076485","78","3279"
"32718","7","TA2279607","7","3279"
"32719","7","TA6807796","8","3279"
"32720","27","TA4166821","28","3280"
"32721","14","TA1216582","31","3280"
"32722","5","TA2847459","127","3280"
"32723","34","TA9752199","15","3280"
"32724","10","TA9871154","1","3280"
"32725","16","TA8011444","118","3280"
"32726","17","TA7407842","60","3280"
"32727","4","TA2522458","93","3280"
"32728","139","TA5321916","41","3280"
"32729","38","TA8104191","30","3280"
"32730","3","TA6581333","57","3280"
"32731","7","TA4395284","23","3280"
"32732","24","TA5771289","38","3280"
"32733","41","TA8106174","95","3280"
"32734","15","TA1784322","89","3280"
"32735","14","TA9022254","125","3280"
"32736","25","TA9378265","96","3280"
"32737","13","TA7187591","33","3281"
"32738","30","TA1775283","127","3281"
"32739","54","TA5888503","120","3281"
"32740","14","TA5740184","43","3281"
"32741","5","TA4070743","81","3281"
"32742","5","TA2085740","113","3281"
"32743","7","TA3017874","7","3281"
"32744","6","TA7382023","119","3281"
"32745","6","TA7764764","103","3281"
"32746","14","TA2941198","99","3281"
"32747","76","TA4855537","73","3281"
"32748","13","TA5723146","69","3281"
"32749","7","TA4763570","21","3282"
"32750","14","TA3110246","6","3282"
"32751","44","TA6962629","31","3282"
"32752","18","TA7361461","100","3283"
"32753","31","TA9673725","67","3283"
"32754","26","TA5391789","80","3284"
"32755","12","TA2608219","103","3284"
"32756","41","TA3210642","17","3284"
"32757","5","TA3246426","68","3284"
"32758","7","TA6916207","99","3284"
"32759","37","TA2396013","112","3284"
"32760","10","TA2422632","130","3285"
"32761","44","TA8829814","75","3285"
"32762","24","TA9478670","25","3285"
"32763","15","TA2549031","129","3285"
"32764","38","TA5351440","85","3285"
"32765","31","TA9309599","19","3285"
"32766","9","TA2297521","74","3285"
"32767","26","TA4500647","80","3285"
"32768","10","TA5056499","68","3285"
"32769","31","TA5387071","105","3285"
"32770","8","TA2715123","32","3285"
"32771","4","TA6009259","96","3285"
"32772","2","TA4176074","124","3285"
"32773","42","TA9300154","99","3286"
"32774","10","TA4737010","67","3286"
"32775","9","TA8477593","100","3286"
"32776","48","TA9645106","48","3286"
"32777","9","TA7332406","12","3286"
"32778","5","TA6821134","66","3286"
"32779","43","TA1445961","78","3286"
"32780","4","TA2566530","25","3286"
"32781","6","TA9175571","95","3286"
"32782","42","TA2958521","8","3287"
"32783","16","TA1796370","98","3287"
"32784","7","TA9173690","75","3287"
"32785","12","TA7417309","85","3287"
"32786","7","TA3138066","21","3287"
"32787","48","TA2406753","48","3287"
"32788","35","TA8553499","51","3287"
"32789","7","TA1463630","31","3287"
"32790","9","TA7961793","64","3287"
"32791","55","TA1037769","104","3288"
"32792","9","TA2647808","114","3288"
"32793","32","TA6636384","26","3288"
"32794","21","TA6539932","53","3288"
"32795","9","TA9865634","3","3288"
"32796","14","TA3983990","8","3288"
"32797","14","TA7859536","125","3288"
"32798","6","TA3456681","102","3288"
"32799","19","TA3351406","9","3288"
"32800","8","TA2679673","118","3289"
"32801","5","TA3087574","22","3289"
"32802","34","TA1773297","126","3289"
"32803","24","TA3311865","25","3289"
"32804","44","TA4605781","31","3289"
"32805","9","TA2869403","28","3289"
"32806","37","TA4299065","42","3289"
"32807","4","TA6165103","64","3290"
"32808","59","TA7702177","9","3290"
"32809","3","TA7783194","115","3290"
"32810","7","TA5544475","5","3290"
"32811","18","TA6692406","100","3290"
"32812","21","TA7837122","10","3291"
"32813","6","TA3228576","54","3291"
"32814","9","TA2099843","64","3291"
"32815","5","TA7502923","15","3292"
"32816","10","TA1413728","29","3292"
"32817","72","TA7474922","38","3292"
"32818","12","TA5884117","44","3292"
"32819","24","TA3391069","88","3292"
"32820","80","TA1882048","34","3292"
"32821","9","TA1419155","9","3292"
"32822","5","TA9402870","121","3292"
"32823","18","TA5402093","114","3292"
"32824","6","TA6136332","95","3292"
"32825","11","TA9167821","22","3292"
"32826","7","TA3815249","99","3292"
"32827","38","TA2529009","103","3292"
"32828","27","TA2800254","58","3292"
"32829","31","TA1261169","19","3292"
"32830","27","TA8083287","27","3292"
"32831","35","TA1763703","50","3292"
"32832","7","TA8978296","115","3293"
"32833","16","TA5389123","26","3293"
"32834","76","TA5681949","73","3293"
"32835","5","TA7912277","105","3294"
"32836","13","TA9576967","27","3294"
"32837","2","TA1644169","129","3294"
"32838","25","TA6927235","35","3294"
"32839","7","TA1701521","5","3294"
"32840","13","TA8843369","46","3294"
"32841","31","TA8620027","81","3294"
"32842","9","TA4491680","87","3294"
"32843","37","TA1634789","112","3294"
"32844","14","TA1444723","94","3294"
"32845","4","TA6408074","35","3295"
"32846","37","TA9159348","42","3295"
"32847","80","TA8280923","33","3295"
"32848","26","TA1199099","33","3296"
"32849","18","TA9005616","104","3296"
"32850","2","TA9689590","129","3296"
"32851","6","TA9647031","39","3297"
"32852","5","TA5179997","129","3297"
"32853","12","TA8494372","42","3297"
"32854","13","TA4022878","91","3297"
"32855","27","TA9301342","93","3297"
"32856","43","TA7164095","78","3297"
"32857","18","TA3301991","114","3297"
"32858","11","TA3299711","13","3298"
"32859","6","TA6924872","95","3298"
"32860","8","TA4218415","111","3298"
"32861","11","TA3556247","79","3298"
"32862","18","TA6073068","100","3298"
"32863","50","TA1017984","118","3298"
"32864","12","TA2036760","117","3298"
"32865","10","TA1945986","19","3298"
"32866","4","TA7126755","122","3298"
"32867","8","TA7841429","32","3298"
"32868","47","TA5925092","5","3298"
"32869","14","TA1506017","43","3298"
"32870","13","TA4572365","46","3298"
"32871","51","TA7681493","60","3298"
"32872","3","TA7657182","4","3298"
"32873","51","TA3844140","59","3298"
"32874","38","TA6557349","84","3298"
"32875","31","TA2840942","16","3298"
"32876","44","TA9333927","75","3299"
"32877","7","TA2976209","77","3299"
"32878","31","TA4654356","55","3299"
"32879","11","TA5543246","37","3299"
"32880","27","TA6136094","27","3299"
"32881","37","TA8408060","42","3299"
"32882","31","TA7374331","123","3299"
"32883","13","TA5951840","102","3299"
"32884","5","TA3726784","101","3299"
"32885","9","TA2133413","114","3299"
"32886","9","TA6258287","104","3299"
"32887","9","TA9335884","9","3299"
"32888","16","TA8317469","116","3299"
"32889","9","TA7770101","58","3299"
"32890","47","TA4862812","128","3299"
"32891","20","TA3865319","52","3299"
"32892","11","TA3636675","51","3299"
"32893","14","TA2482001","75","3300"
"32894","10","TA4390775","55","3300"
"32895","80","TA5929196","34","3300"
"32896","11","TA2059990","15","3301"
"32897","10","TA9174062","29","3301"
"32898","6","TA4056908","44","3301"
"32899","11","TA7483258","110","3301"
"32900","32","TA8933346","26","3301"
"32901","18","TA6771937","120","3301"
"32902","9","TA6335534","87","3302"
"32903","30","TA1810254","68","3302"
"32904","34","TA3976815","66","3302"
"32905","38","TA4564553","30","3302"
"32906","8","TA9369117","35","3302"
"32907","14","TA8663809","31","3302"
"32908","47","TA1120017","77","3302"
"32909","17","TA3122161","131","3303"
"32910","7","TA8149771","7","3303"
"32911","9","TA9237283","20","3303"
"32912","15","TA2087005","47","3303"
"32913","30","TA1200924","121","3303"
"32914","11","TA5376614","51","3303"
"32915","7","TA9127029","94","3303"
"32916","10","TA1403827","101","3303"
"32917","19","TA2480081","18","3303"
"32918","10","TA7129410","68","3303"
"32919","5","TA2962499","123","3303"
"32920","27","TA6594762","93","3303"
"32921","3","TA8647279","53","3303"
"32922","2","TA5566707","76","3303"
"32923","38","TA4679172","106","3303"
"32924","6","TA5046652","112","3303"
"32925","28","TA6807463","87","3304"
"32926","25","TA2139269","35","3304"
"32927","72","TA3296033","38","3304"
"32928","16","TA9597719","48","3304"
"32929","12","TA5418061","30","3304"
"32930","35","TA6942330","13","3304"
"32931","77","TA5595831","117","3305"
"32932","11","TA8485849","66","3305"
"32933","3","TA3787682","53","3305"
"32934","5","TA1904361","124","3305"
"32935","33","TA3119123","22","3305"
"32936","26","TA2377871","34","3306"
"32937","18","TA9828721","120","3306"
"32938","6","TA6930337","46","3306"
"32939","12","TA8037524","42","3306"
"32940","27","TA4969674","27","3306"
"32941","6","TA7361662","103","3307"
"32942","12","TA2282773","44","3307"
"32943","4","TA4917863","74","3307"
"32944","7","TA9909610","49","3307"
"32945","3","TA1411074","4","3307"
"32946","27","TA4624877","93","3307"
"32947","82","TA2092779","27","3307"
"32948","13","TA6050187","2","3307"
"32949","6","TA4355961","95","3307"
"32950","10","TA9967628","101","3307"
"32951","44","TA5972149","125","3307"
"32952","27","TA3076720","28","3307"
"32953","13","TA9177463","17","3307"
"32954","12","TA3209900","36","3307"
"32955","12","TA6956640","30","3308"
"32956","43","TA1129760","107","3308"
"32957","41","TA1407067","17","3308"
"32958","9","TA5400892","64","3308"
"32959","6","TA2116722","102","3308"
"32960","4","TA6175465","92","3308"
"32961","8","TA9645503","25","3308"
"32962","5","TA5774434","50","3309"
"32963","25","TA7711524","35","3309"
"32964","4","TA3273732","20","3309"
"32965","14","TA9520321","75","3310"
"32966","4","TA5214846","64","3310"
"32967","50","TA1100198","118","3310"
"32968","6","TA4202151","106","3310"
"32969","12","TA8492739","108","3310"
"32970","51","TA3558846","60","3310"
"32971","12","TA7881153","44","3310"
"32972","11","TA4889549","66","3310"
"32973","12","TA1045115","73","3310"
"32974","48","TA9314712","116","3310"
"32975","6","TA3666994","119","3310"
"32976","10","TA5749197","127","3310"
"32977","8","TA7839831","60","3311"
"32978","30","TA6248395","121","3311"
"32979","70","TA1325158","86","3311"
"32980","5","TA6818398","124","3311"
"32981","5","TA2507296","16","3311"
"32982","17","TA8013841","132","3311"
"32983","10","TA9324329","127","3311"
"32984","13","TA7437978","2","3311"
"32985","7","TA1920117","4","3311"
"32986","2","TA8956619","129","3311"
"32987","16","TA7101178","32","3311"
"32988","37","TA8937149","112","3311"
"32989","40","TA9479547","70","3311"
"32990","1","TA9935942","90","3311"
"32991","40","TA6036336","54","3311"
"32992","50","TA6105077","118","3312"
"32993","44","TA8345110","31","3312"
"32994","31","TA5871264","123","3312"
"32995","24","TA4159770","92","3312"
"32996","51","TA7246302","45","3312"
"32997","7","TA6690755","90","3312"
"32998","4","TA4211031","25","3312"
"32999","39","TA1006294","69","3312"
"33000","10","TA8848581","127","3312"
"33001","5","TA5099839","72","3312"
"33002","42","TA8461303","23","3312"
"33003","2","TA7543923","124","3312"
"33004","8","TA2945804","96","3312"
"33005","30","TA7709796","68","3312"
"33006","9","TA7202087","64","3312"
"33007","6","TA3387426","83","3312"
"33008","11","TA2573476","51","3312"
"33009","34","TA3670839","126","3312"
"33010","40","TA7819173","11","3313"
"33011","4","TA6310592","82","3313"
"33012","9","TA3701322","74","3313"
"33013","16","TA4352497","40","3313"
"33014","7","TA9793608","31","3313"
"33015","5","TA1485758","72","3313"
"33016","82","TA1796690","27","3313"
"33017","4","TA8265048","122","3313"
"33018","9","TA4957565","12","3314"
"33019","3","TA6700180","57","3314"
