"segment_id","name","category","episode_id","segment_order_in_episode"
2000021211,"Savin' It","Show",20000212,10
2000021212,"""What's My Name""","Musical Performance",20000212,11
2000021213,"Hotel Bar","Sketch",20000212,12
2000021214,"priceline.com","Commercial",20000212,13
2000021215,"","Goodnights",20000212,14
200002051,"Breakfast in New Hampshire","Cold Opening",20000205,0
200002052,"","Monologue",20000205,1
200002053,"Uncle Jemima's Down Home Mash Liquor","Commercial",20000205,2
200002054,"Fried Chicken Fields Forever","Commercial",20000205,3
200002055,"Tandem Hearts","Sketch",20000205,4
200002056,"Dog Show","Show",20000205,5
200002057,"A Short film by Adam McKay - The Heat Is On","Film",20000205,6
200002058,"""Feelin' So Good""","Musical Performance",20000205,7
200002059,"","Weekend Update",20000205,8
2000020510,"Siegfried and Roy's Night of 1000 Tigers","Show",20000205,9
2000020511,"Hello Dolly","Show",20000205,10
2000020512,"""Waiting For Tonight""","Musical Performance",20000205,11
2000020513,"","Goodnights",20000205,12
200001151,"NBC Special Report","Cold Opening",20000115,0
200001152,"","Monologue",20000115,1
200001153,"Colonel Belmont's Old Fashioned Horse Glue","Commercial",20000115,2
200001154,"Who Wants To Be A Millionaire","Game Show",20000115,3
200001155,"Boy Band Blowout 2000","Show",20000115,4
200001156,"Jenny Craig","Commercial",20000115,5
200001157,"Models","Sketch",20000115,6
200001158,"The Sopranos (I)","Commercial",20000115,7
200001159,"Doctor's Office","Sketch",20000115,8
2000011510,"Charlie Rose","Show",20000115,9
2000011511,"","Weekend Update",20000115,10
2000011512,"""I Try""","Musical Performance",20000115,11
2000011513,"Gifford Home","Sketch",20000115,12
2000011514,"""Why Didn't You Call Me""","Musical Performance",20000115,13
2000011515,"Flacko And Teddy's World of Martin Luther King Day Trees","Commercial",20000115,14
2000011516,"","Goodnights",20000115,15
200001081,"Hillary Moves Out","Cold Opening",20000108,0
200001082,"","Monologue",20000108,1
200001083,"Hamburger Helper Antibacterial","Commercial",20000108,2
200001084,"Couples Counseling","Sketch",20000108,3
200001085,"Pillow Talk","Sketch",20000108,4
200001086,"A Message from John Goodman","Miscellaneous",20000108,5
200001087,"Nick Burns, Your Company's Computer Guy","Sketch",20000108,6
200001088,"Backstage","Miscellaneous",20000108,7
200001089,"","Weekend Update",20000108,8
2000010810,"""All The Small Things""","Musical Performance",20000108,9
2000010811,"Showtime at the Apollo","Show",20000108,10
2000010812,"Stereotypically Jeffrey","Sketch",20000108,11
2000010813,"""What's My Age Again?""","Musical Performance",20000108,12
2000010814,"A Martin Luther King Day Moment","Miscellaneous",20000108,13
2000010815,"","Goodnights",20000108,14
199912111,"NBC Special Report","Cold Opening",19991211,0
199912112,"","Monologue",19991211,1
199912113,"Press Conference Play Set","Commercial",19991211,2
199912114,"The Delicious Dish","Show",19991211,3
199912115,"Mango","Sketch",19991211,4
199912116,"Metal Shop","Sketch",19991211,5
199912117,"Happy Holidays From The Ladies' Man","Miscellaneous",19991211,6
199912118,"Fun With Real Audio - The Year In Journalism","Cartoon",19991211,7
199912119,"","Weekend Update",19991211,8
1999121110,"""Great Beyond""","Musical Performance",19991211,9
1999121111,"Rockettes Auditions","Sketch",19991211,10
1999121112,"Trial","Sketch",19991211,11
1999121113,"""Man on the Moon""","Musical Performance",19991211,12
1999121114,"","Goodnights",19991211,13
199912041,"The Republican Candidates","Cold Opening",19991204,0
199912042,"","Monologue",19991204,1
199912043,"Holiday Parade","Sketch",19991204,2
199912044,"And So This Is Chanukah","Commercial",19991204,3
199912045,"Who Wants To Eat","Game Show",19991204,4
199912046,"Taxicab Confessions","Show",19991204,5
199912047,"Fun With Real Audio - Millennium Fun With Real Audio","Cartoon",19991204,6
199912048,"","Weekend Update",19991204,7
199912049,"""Mixed Bizness""","Musical Performance",19991204,8
1999120410,"Goth Talk","Show",19991204,9
1999120411,"Sally","Show",19991204,10
1999120412,"""Sexx Laws""","Musical Performance",19991204,11
1999120413,"","In Memoriam",19991204,12
1999120414,"","Goodnights",19991204,13
199911201,"A Message from Donald Trump","Cold Opening",19991120,0
199911202,"","Monologue",19991120,1
199911203,"Pretty Living","Show",19991120,2
199911204,"Nick Burns, Your Company's Computer Guy","Sketch",19991120,3
199911205,"Wayne Porter","Commercial",19991120,4
199911206,"Privolin","Commercial",19991120,5
199911207,"Sex and the City","Show",19991120,6
199911208,"","Weekend Update",19991120,7
199911209,"""Brand New Day""","Musical Performance",19991120,8
1999112010,"Christmas Urchins","Sketch",19991120,9
1999112011,"Kim Plunkett","Commercial",19991120,10
1999112012,"Pokemon","Sketch",19991120,11
1999112013,"""Desert Rose""","Musical Performance",19991120,12
1999112014,"Thanksgiving Dinner","Sketch",19991120,13
1999112015,"","Goodnights",19991120,14
199911131,"NRA Headquarters","Cold Opening",19991113,0
199911132,"","Monologue",19991113,1
199911133,"Today Is Never Yesterday","Show",19991113,2
199911134,"The Smurfs","Commercial",19991113,3
199911135,"Hickory Farms","Sketch",19991113,4
199911136,"Backstage","Miscellaneous",19991113,5
199911137,"Great Moments in Corporate History","Sketch",19991113,6
199911138,"Express Flowers","Sketch",19991113,7
199911139,"","Weekend Update",19991113,8
1999111310,"""Way Of The Girl""","Musical Performance",19991113,9
1999111311,"Dressing Room","Sketch",19991113,10
1999111312,"Lucifer Songs","Sketch",19991113,11
1999111313,"Wilson's","Sketch",19991113,12
1999111314,"Royal Deluxe II","Encore Presentation",19991113,13
1999111315,"WXLU","Sketch",19991113,14
1999111316,"","Goodnights",19991113,15
199911061,"The Practice","Cold Opening",19991106,0
199911062,"","Monologue",19991106,1
199911063,"The Jim Gray Show","Show",19991106,2
199911064,"Gumbel's Office","Sketch",19991106,3
199911065,"Farewell Assembly","Sketch",19991106,4
199911066,"The Jim Gray Show","Show",19991106,5
199911067,"Who Wants To Be A Millionaire","Game Show",19991106,6
199911068,"Mango","Sketch",19991106,7
199911069,"","Weekend Update",19991106,8
1999110610,"""Learn To Fly""","Musical Performance",19991106,9
1999110611,"Collette at Home","Sketch",19991106,10
1999110612,"Lotto Pick 4 Hospital","Show",19991106,11
1999110613,"""Stacked Actors""","Musical Performance",19991106,12
1999110614,"Not My Baby!","Sketch",19991106,13
1999110615,"","Goodnights",19991106,14
199910231,"World Series Bet","Cold Opening",19991023,0
199910232,"","Monologue",19991023,1
199910233,"Martha Stewart Living Omnimedia","Commercial",19991023,2
199910234,"Great Moments In Yankee History","Miscellaneous",19991023,3
199910235,"Jeopardy!","Game Show",19991023,4
199910236,"Crosstalk","Show",19991023,5
199910237,"Larry King's News & Views","Commercial",19991023,6
199910238,"Fun With Real Audio","Cartoon",19991023,7
199910239,"Larry King's News & Views","Commercial",19991023,8
1999102310,"","Weekend Update",19991023,9
1999102311,"""Still D.R.E.""","Musical Performance",19991023,10
1999102312,"McMullins House","Sketch",19991023,11
1999102313,"Bar","Sketch",19991023,12
1999102314,"""Forgot About Dre""","Musical Performance",19991023,13
1999102315,"Inside the Actors Studio","Show",19991023,14
1999102316,"Chess for Girls","Commercial",19991023,15
1999102317,"","Goodnights",19991023,16
199910161,"Moderate Candidate","Cold Opening",19991016,0
199910162,"","Monologue",19991016,1
199910163,"Litter Critters","Commercial",19991016,2
199910164,"Sparks","Sketch",19991016,3
199910165,"The Ladies' Man","Show",19991016,4
199910166,"Where Are They Now?","Show",19991016,5
199910167,"NetAid","Show",19991016,6
199910168,"","Weekend Update",19991016,7
199910169,"""I Need To Know""","Musical Performance",19991016,8
1999101610,"Dog Show","Show",19991016,9
1999101611,"Blair Witch","Miscellaneous",19991016,10
1999101612,"""That's Okay""","Musical Performance",19991016,11
1999101613,"Three-Way","Sketch",19991016,12
1999101614,"","Goodnights",19991016,13
199910021,"Reform Party Headquarters","Cold Opening",19991002,0
199910022,"","Monologue",19991002,1
199910023,"Dillon/Edwards Investments","Commercial",19991002,2
199910024,"Morning Latte","Show",19991002,3
199910025,"St. Monica","Sketch",19991002,4
199910026,"Javis Home Security Systems","Commercial",19991002,5
199910027,"Action 8 News Watch","Show",19991002,6
199910028,"","Weekend Update",19991002,7
199910029,"""Thursday's Child""","Musical Performance",19991002,8
1999100210,"Oz","Film",19991002,9
1999100211,"Complaint Line","Sketch",19991002,10
1999100212,"...and a Pizza Place","Sketch",19991002,11
1999100213,"""Rebel Rebel""","Musical Performance",19991002,12
1999100214,"Interrogation","Sketch",19991002,13
1999100215,"","Goodnights",19991002,14
199905151,"Graduation Medley","Cold Opening",19990515,0
199905152,"","Monologue",19990515,1
199905153,"Tiger Beat's Ultra Super Duper Dreamy Love Show","Show",19990515,2
199905154,"Sparks","Sketch",19990515,3
199905155,"Get On The Bag!","Sketch",19990515,4
199905156,"The Ginsburg Gang","Cartoon",19990515,5
199905157,"Shame Attack!","Game Show",19990515,6
199905158,"""I Want It That Way""","Musical Performance",19990515,7
199905159,"","Weekend Update",19990515,8
1999051510,"Dusty's Love","Show",19990515,9
1999051511,"Press Conference","Sketch",19990515,10
1999051512,"Holding Your Own Boobs Magazine","Commercial",19990515,11
1999051513,"""All I Have To Give""","Musical Performance",19990515,12
1999051514,"Brian Fellow's Safari Planet","Show",19990515,13
1999051515,"","Goodnights",19990515,14
199905081,"Dream","Cold Opening",19990508,0
199905082,"","Monologue",19990508,1
199905083,"Lotto","Commercial",19990508,2
199905084,"Bible Miniseries","Sketch",19990508,3
199905085,"Backstage","Miscellaneous",19990508,4
199905086,"Pretty Living","Show",19990508,5
199905087,"Lotto","Commercial",19990508,6
199905088,"The Ladies' Man","Show",19990508,7
199905089,"The Ambiguously Gay Duo - AmbiguoBoys","Cartoon",19990508,8
1999050810,"Backstage","Miscellaneous",19990508,9
1999050811,"""Livin' La Vida Loca""","Musical Performance",19990508,10
1999050812,"","Weekend Update",19990508,11
1999050813,"Mango","Sketch",19990508,12
1999050814,"Lotto","Commercial",19990508,13
1999050815,"Martha Stewart Living","Commercial",19990508,14
1999050816,"Backstage","Sketch",19990508,15
1999050817,"","Goodnights",19990508,16
199904101,"Back to Lying","Cold Opening",19990410,0
199904102,"","Monologue",19990410,1
199904103,"Adult Literacy Program","Sketch",19990410,2
199904104,"Shaun Mondavi Vineyards","Commercial",19990410,3
199904105,"CNN","Commercial",19990410,4
199904106,"Wrap It Up","Sketch",19990410,5
199904107,"Hello Dolly","Show",19990410,6
199904108,"","Weekend Update",19990410,7
199904109,"""Swingin'""","Musical Performance",19990410,8
1999041010,"Springtime Santa","Sketch",19990410,9
1999041011,"Happy Smile Patrol","Show",19990410,10
1999041012,"VH1","Commercial",19990410,11
1999041013,"""Room At The Top""","Musical Performance",19990410,12
1999041014,"Cathouse Computer System","Sketch",19990410,13
1999041015,"","Goodnights",19990410,14
199903201,"Academy Awards Pre-Show","Cold Opening",19990320,0
199903202,"","Monologue",19990320,1
199903203,"Jeopardy!","Game Show",19990320,2
199903204,"Banana Republic","Sketch",19990320,3
199903205,"VH1","Commercial",19990320,4
199903206,"The How Do You Say? Ah Yes, Show","Show",19990320,5
199903207,"Fun With Real Audio - Oscar's Greatest Moments","Cartoon",19990320,6
199903208,"","Weekend Update",19990320,7
199903209,"""Special""","Musical Performance",19990320,8
1999032010,"Dog Show","Show",19990320,9
1999032011,"VH1","Commercial",19990320,10
1999032012,"Art Class","Sketch",19990320,11
1999032013,"""When I Grow Up""","Musical Performance",19990320,12
1999032014,"VH1","Commercial",19990320,13
1999032015,"","Goodnights",19990320,14
199903131,"Phone Sex","Cold Opening",19990313,0
199903132,"","Monologue",19990313,1
199903133,"SportsCenter","Show",19990313,2
199903134,"VH1","Commercial",19990313,3
199903135,"Carnaby's","Sketch",19990313,4
199903136,"Pimp Chat","Show",19990313,5
199903137,"","Weekend Update",19990313,6
199903138,"""What Can I Do""","Musical Performance",19990313,7
199903139,"Locker Room","Sketch",19990313,8
1999031310,"Big Baby","Sketch",19990313,9
1999031311,"""So Young""","Musical Performance",19990313,10
1999031312,"Dreams","Sketch",19990313,11
1999031313,"","Goodnights",19990313,12
199902201,"The Ladies' Man","Cold Opening",19990220,0
199902202,"","Monologue",19990220,1
199902203,"Yahtzee","Sketch",19990220,2
199902204,"Knicks City Dancers","Sketch",19990220,3
199902205,"Swill","Encore Presentation",19990220,4
199902206,"The Quotable Caddyshack","Commercial",19990220,5
199902207,"Morning Latte","Show",19990220,6
199902208,"","Weekend Update",19990220,7
199902209,"""Can't Let Go""","Musical Performance",19990220,8
1999022010,"A Bear Ate My Parents!","Sketch",19990220,9
1999022011,"Book Store","Sketch",19990220,10
1999022012,"""2 Kool 2 Be 4-Gotten""","Musical Performance",19990220,11
1999022013,"Steve Baxter, Hollywood Gynecologist","Commercial",19990220,12
1999022014,"","Goodnights",19990220,13
199902131,"The President On Trial","Cold Opening",19990213,0
199902132,"","Monologue",19990213,1
199902133,"Bio Flex","Commercial",19990213,2
199902134,"Judge Judy","Show",19990213,3
199902135,"Just Enjoy The Ozzy","Sketch",19990213,4
199902136,"Sparks","Sketch",19990213,5
199902137,"Fun With Real Audio - The Poetry of Jewel","Cartoon",19990213,6
199902138,"You're A Champion, Charlie Brown","Show",19990213,7
199902139,"","Weekend Update",19990213,8
1999021310,"""Gimme Some More""","Musical Performance",19990213,9
1999021311,"Two Fat Ladies","Show",19990213,10
1999021312,"Male Escort","Sketch",19990213,11
1999021313,"""Tear Da Roof Off""","Musical Performance",19990213,12
1999021314,"","Goodnights",19990213,13
199902061,"No Gloating","Cold Opening",19990206,0
199902062,"","Monologue",19990206,1
199902063,"Impeachment Coverage","Sketch",19990206,2
199902064,"VH1","Commercial",19990206,3
199902065,"Black Angels","Sketch",19990206,4
199902066,"VH1","Commercial",19990206,5
199902067,"Mindy & Sky","Sketch",19990206,6
199902068,"The X-Presidents","Cartoon",19990206,7
199902069,"Staten Island Nurses","Commercial",19990206,8
1999020610,"E!","Commercial",19990206,9
1999020611,"","Weekend Update",19990206,10
1999020612,"""It's All Been Done""","Musical Performance",19990206,11
1999020613,"Doing Voices","Sketch",19990206,12
1999020614,"VH1","Commercial",19990206,13
1999020615,"Biography","Show",19990206,14
1999020616,"Senate Voting","Sketch",19990206,15
1999020617,"Hardcore Rock","Commercial",19990206,16
1999020618,"","Goodnights",19990206,17
199901161,"White House","Cold Opening",19990116,0
199901162,"","Monologue",19990116,1
199901163,"Teeny Weenies!","Commercial",19990116,2
199901164,"National Spelling Bee Championship","Show",19990116,3
199901165,"Cats Home Video","Commercial",19990116,4
199901166,"Teen Pulse","Show",19990116,5
199901167,"Dog Show","Show",19990116,6
199901168,"","Weekend Update",19990116,7
199901169,"""What It's Like""","Musical Performance",19990116,8
1999011610,"Laser Pointers","Sketch",19990116,9
1999011611,"The War Abroad and at Home","Show",19990116,10
1999011612,"Frankenteen","Sketch",19990116,11
1999011613,"TV Repairman","Sketch",19990116,12
1999011614,"","Goodnights",19990116,13
199901091,"Mac's Bar","Cold Opening",19990109,0
199901092,"","Monologue",19990109,1
199901093,"The View","Show",19990109,2
199901094,"The Culps at O'Hare","Sketch",19990109,3
199901095,"Titanic","Sketch",19990109,4
199901096,"Behind The Music","Show",19990109,5
199901097,"","Weekend Update",19990109,6
199901098,"""Nobody's Fault But My Own""","Musical Performance",19990109,7
199901099,"NewsForce","Show",19990109,8
1999010910,"KCF Shredders","Commercial",19990109,9
1999010911,"Which Overnight Delivery Service?","Sketch",19990109,10
1999010912,"Fantastic Voyage","Show",19990109,11
1999010913,"""Tropicalia""","Musical Performance",19990109,12
1999010914,"Extreme Hunting","Show",19990109,13
1999010915,"","Goodnights",19990109,14
199812121,"Apology","Cold Opening",19981212,0
199812122,"","Monologue",19981212,1
199812123,"NBA On NBC","Commercial",19981212,2
199812124,"Morning Latte","Show",19981212,3
199812125,"Children's Clown","Sketch",19981212,4
199812126,"The Harlem Globetrotters First Christmas","Cartoon",19981212,5
199812127,"10-10-1776-5-28-1830-242-3-316-68-22","Commercial",19981212,6
199812128,"""Adeste Fideles""","Musical Performance",19981212,7
199812129,"","Weekend Update",19981212,8
1998121210,"The Delicious Dish","Show",19981212,9
1998121211,"Impeachment Hearings","Sketch",19981212,10
1998121212,"Chanukah Hymns","Commercial",19981212,11
1998121213,"Bull & Bear","Sketch",19981212,12
1998121214,"","Goodnights",19981212,13
199812051,"Impeachment Hearings","Cold Opening",19981205,0
199812052,"","Monologue",19981205,1
199812053,"Oops! I Crapped My Pants","Commercial",19981205,2
199812054,"Dog Show","Show",19981205,3
199812055,"Vegas Peepers","Sketch",19981205,4
199812056,"Married Guys","Sketch",19981205,5
199812057,"Brew Dude","Commercial",19981205,6
199812058,"Lennon Memorial","Sketch",19981205,7
199812059,"Exxon-Mobil Merger","Sketch",19981205,8
1998120510,"","Weekend Update",19981205,9
1998120511,"""Doo Wop (That Thing)""","Musical Performance",19981205,10
1998120512,"Psycho","Sketch",19981205,11
1998120513,"Pimp Chat","Show",19981205,12
1998120514,"""Ex-Factor""","Musical Performance",19981205,13
1998120515,"Delco Cat Toys","Sketch",19981205,14
1998120516,"","Goodnights",19981205,15
199811211,"Reenactment","Cold Opening",19981121,0
199811212,"","Monologue",19981121,1
199811213,"The Ladies' Man","Show",19981121,2
199811214,"More Duets That Prove That I Am The Best Singer In The World","Commercial",19981121,3
199811215,"The How Do You Say? Ah Yes, Show","Show",19981121,4
199811216,"Maternity Ward","Sketch",19981121,5
199811217,"The Ambiguously Gay Duo - The Ambiguously Gay Duo Fan Club","Cartoon",19981121,6
199811218,"","Weekend Update",19981121,7
199811219,"""3 MC's and One DJ""","Musical Performance",19981121,8
1998112110,"Clean Teen Deodorant Spokesperson Search","Show",19981121,9
1998112111,"Let's Make This Happen!","Game Show",19981121,10
1998112112,"""Sabotage""","Musical Performance",19981121,11
1998112113,"Hussein's Hideaway","Sketch",19981121,12
1998112114,"","Goodnights",19981121,13
199811141,"Opposites Attract","Cold Opening",19981114,0
199811142,"","Monologue",19981114,1
199811143,"The Jenson Mint","Commercial",19981114,2
199811144,"Martha Stewart Living","Commercial",19981114,3
199811145,"VH1 Spirituality Awards","Award Show",19981114,4
199811146,"Trial","Sketch",19981114,5
199811147,"Space, The Infinite Frontier","Show",19981114,6
199811148,"","Weekend Update",19981114,7
199811149,"""Hands""","Musical Performance",19981114,8
1998111410,"Learning With Jennifer Tilly","Show",19981114,9
1998111411,"Southern Gals","Sketch",19981114,10
1998111412,"""Down So Long""","Musical Performance",19981114,11
1998111413,"Tarmac Talk","Show",19981114,12
1998111414,"","Goodnights",19981114,13
199811071,"Therapy","Cold Opening",19981107,0
199811072,"","Monologue",19981107,1
199811073,"Mercury Mistress","Commercial",19981107,2
199811074,"Press Junket","Sketch",19981107,3
199811075,"Mack North","Commercial",19981107,4
199811076,"Accruing Equity And Making Hot, Sweet Love","Show",19981107,5
199811077,"Mack North","Commercial",19981107,6
199811078,"Drill Sergeant","Sketch",19981107,7
199811079,"Mango & Kiwi","Sketch",19981107,8
1998110710,"Mack North","Commercial",19981107,9
1998110711,"Happy Birthday Grandma","Sketch",19981107,10
1998110712,"","Weekend Update",19981107,11
1998110713,"""Save Tonight""","Musical Performance",19981107,12
1998110714,"Felicity","Sketch",19981107,13
1998110715,"Dr. Laura","Sketch",19981107,14
1998110716,"Bachelor Party","Sketch",19981107,15
1998110717,"","Goodnights",19981107,16
199810241,"Rooftop Battle","Cold Opening",19981024,0
199810242,"","Monologue",19981024,1
199810243,"Jeopardy!","Game Show",19981024,2
199810244,"Pretty Living","Show",19981024,3
199810245,"Heteroy","Cartoon",19981024,4
199810246,"""Thank U""","Musical Performance",19981024,5
199810247,"","Weekend Update",19981024,6
199810248,"Sparks","Sketch",19981024,7
199810249,"Real Stories of the Highway Patrol","Show",19981024,8
1998102410,"""Baba""","Musical Performance",19981024,9
1998102411,"Living With His Parents","Sketch",19981024,10
1998102412,"Steve Wynn's Bellagio Hotel and Casino","Commercial",19981024,11
1998102413,"Cointreau for Congress","Commercial",19981024,12
1998102414,"Mason in '98","Commercial",19981024,13
1998102415,"Cointreau for Congress","Commercial",19981024,14
1998102416,"Mason in '98","Commercial",19981024,15
1998102417,"","Goodnights",19981024,16
199810171,"NBC Special Report","Cold Opening",19981017,0
199810172,"","Monologue",19981017,1
199810173,"Shirt In A Can","Commercial",19981017,2
199810174,"Judge Judy","Show",19981017,3
199810175,"The History of Presidential Scandal","Miscellaneous",19981017,4
199810176,"The Clinton Marriage: White House In Crisis","Show",19981017,5
199810177,"Fun With Real Audio","Cartoon",19981017,6
199810178,"Stevie Nicks' Fajita Roundup","Commercial",19981017,7
199810179,"The How Do You Say? Ah Yes, Show","Show",19981017,8
1998101710,"The History of Presidential Scandal","Miscellaneous",19981017,9
1998101711,"","Weekend Update",19981017,10
1998101712,"""Waltz #2""","Musical Performance",19981017,11
1998101713,"Biography","Show",19981017,12
1998101714,"Art Class","Sketch",19981017,13
1998101715,"Goth Talk","Show",19981017,14
1998101716,"National Anthem","Sketch",19981017,15
1998101717,"","Goodnights",19981017,16
199810031,"Bedtime at the White House","Cold Opening",19981003,0
199810032,"","Monologue",19981003,1
199810033,"KCF Shredders","Commercial",19981003,2
199810034,"The Delicious Dish","Show",19981003,3
199810035,"Terry Ferguson for Senate","Commercial",19981003,4
199810036,"Big Bernard","Sketch",19981003,5
199810037,"Terry Ferguson for Senate","Commercial",19981003,6
199810038,"Thinking About Burritos","Sketch",19981003,7
199810039,"Wet 'em Down!","Sketch",19981003,8
1998100310,"The Best of Horatio Sanz","Commercial",19981003,9
1998100311,"","Weekend Update",19981003,10
1998100312,"""My Favorite Mistake""","Musical Performance",19981003,11
1998100313,"London Peepers","Sketch",19981003,12
1998100314,"Maakies - Mermaid","Cartoon",19981003,13
1998100315,"Morning Latte","Show",19981003,14
1998100316,"Hello Dolly","Show",19981003,15
1998100317,"The Lumberjack Classic","Show",19981003,16
1998100318,"","Goodnights",19981003,17
199809261,"Oprah 2002","Cold Opening",19980926,0
199809262,"","Monologue",19980926,1
199809263,"MasterCard","Commercial",19980926,2
199809264,"The View","Show",19980926,3
199809265,"Oops! I Crapped My Pants","Commercial",19980926,4
199809266,"The Ladies' Man","Show",19980926,5
199809267,"The Best of The First 20 Minutes of Saturday Night Live","Commercial",19980926,6
199809268,"The New Hollywood Squares","Game Show",19980926,7
199809269,"Fun With Real Audio - Presidential Address Outtakes","Cartoon",19980926,8
1998092610,"","Weekend Update",19980926,9
1998092611,"""Perfect""","Musical Performance",19980926,10
1998092612,"The Roxbury Guys","Sketch",19980926,11
1998092613,"Witches Brew","Sketch",19980926,12
1998092614,"Gap","Commercial",19980926,13
1998092615,"Jingleheimer Junction","Show",19980926,14
1998092616,"Gap","Commercial",19980926,15
1998092617,"A Message from the Spice Girls","Miscellaneous",19980926,16
1998092618,"Maakies - Drinky Crow Gets a Job","Cartoon",19980926,17
1998092619,"Gap","Commercial",19980926,18
1998092620,"","Goodnights",19980926,19
199805091,"The X Files","Cold Opening",19980509,0
199805092,"","Monologue",19980509,1
199805093,"Cheerleading Camp","Sketch",19980509,2
199805094,"The Ambiguously Gay Duo - A Hard One To Swallow","Cartoon",19980509,3
199805095,"Jeopardy!","Game Show",19980509,4
199805096,"""Come With Me""","Musical Performance",19980509,5
199805097,"","Weekend Update",19980509,6
199805098,"Mango","Sketch",19980509,7
199805099,"Oprah","Show",19980509,8
1998050910,"Interbank","Commercial",19980509,9
1998050911,"From The Earth To The Area Around The Earth: The Story of The Space Shuttle","Show",19980509,10
1998050912,"The Golords","Film",19980509,11
1998050913,"The Lost Deep Thoughts","Miscellaneous",19980509,12
1998050914,"","Goodnights",19980509,13
199805021,"The Ladies' Man","Cold Opening",19980502,0
199805022,"","Monologue",19980502,1
199805023,"Flex","Commercial",19980502,2
199805024,"The View","Show",19980502,3
199805025,"Sparks","Sketch",19980502,4
199805026,"Pretty Living","Show",19980502,5
199805027,"Viagra (I)","Commercial",19980502,6
199805028,"","Weekend Update",19980502,7
199805029,"""Kind & Generous""","Musical Performance",19980502,8
1998050210,"The Celine Dion Show","Show",19980502,9
1998050211,"Prime Minister's Questions","Show",19980502,10
1998050212,"Prom Limo","Musical Sketch",19980502,11
1998050213,"","Intro",19980502,12
1998050214,"","Guest Performance",19980502,13
1998050215,"Comic Minds","Show",19980502,14
1998050216,"","Goodnights",19980502,15
199804111,"Martha Stewart Living","Cold Opening",19980411,0
199804112,"","Monologue",19980411,1
199804113,"Cookie Dough Sport","Commercial",19980411,2
199804114,"Name That Dog","Game Show",19980411,3
199804115,"New Horizons","Sketch",19980411,4
199804116,"Fives","Sketch",19980411,5
199804117,"Fun With Real Audio","Cartoon",19980411,6
199804118,"The House of Dogs","Commercial",19980411,7
199804119,"","Weekend Update",19980411,8
1998041110,"""Never Ever""","Musical Performance",19980411,9
1998041111,"Koppel Brothers","Sketch",19980411,10
1998041112,"The Plank","Sketch",19980411,11
1998041113,"The Robin Byrd Show","Show",19980411,12
1998041114,"former hosts of later reunion","Commercial",19980411,13
1998041115,"The Lost Deep Thoughts","Miscellaneous",19980411,14
1998041116,"","Goodnights",19980411,15
199804041,"Multiple Broadcasts","Cold Opening",19980404,0
199804042,"","Monologue",19980404,1
199804043,"Xerox Assjet 790","Commercial",19980404,2
199804044,"The Mad Tea Party","Show",19980404,3
199804045,"Morning Latte","Show",19980404,4
199804046,"Goth Talk","Show",19980404,5
199804047,"Titey","Cartoon",19980404,6
199804048,"Stuff We Made","Show",19980404,7
199804049,"","Weekend Update",19980404,8
1998040410,"""How's It Gonna Be""","Musical Performance",19980404,9
1998040411,"Judge Judy","Show",19980404,10
1998040412,"Job Interview","Sketch",19980404,11
1998040413,"I Took a Gay Guy To Prom","Commercial",19980404,12
1998040414,"Jim Halsey's Truck Drivin' Museum","Show",19980404,13
1998040415,"The Lost Deep Thoughts","Miscellaneous",19980404,14
1998040416,"","Goodnights",19980404,15
199803141,"The Starr Report","Cold Opening",19980314,0
199803142,"","Monologue",19980314,1
199803143,"The Delicious Dish","Show",19980314,2
199803144,"The Ladies' Man","Show",19980314,3
199803145,"Subpoenaed","Miscellaneous",19980314,4
199803146,"Barbara Walters Oscar Special","Show",19980314,5
199803147,"The Lost Deep Thoughts","Miscellaneous",19980314,6
199803148,"","Weekend Update",19980314,7
199803149,"""As Long As You Love Me""","Musical Performance",19980314,8
1998031410,"Pretty Living","Show",19980314,9
1998031411,"Heineken","Commercial",19980314,10
1998031412,"Art Class","Sketch",19980314,11
1998031413,"Conspiracy Theory Rock!","Cartoon",19980314,12
1998031414,"Good Morning with Liza!","Show",19980314,13
1998031415,"The Golords","Film",19980314,14
1998031416,"Shirtless Bible Salesmen","Sketch",19980314,15
1998031417,"","Goodnights",19980314,16
199803071,"Larry King Live","Cold Opening",19980307,0
199803072,"","Monologue",19980307,1
199803073,"T.G.I. Friday's","Sketch",19980307,2
199803074,"The Celine Dion Show","Show",19980307,3
199803075,"Party of Five","Commercial",19980307,4
199803076,"","Weekend Update",19980307,5
199803077,"""Torn""","Musical Performance",19980307,6
199803078,"The 3rd Annual Reenactment Awards","Award Show",19980307,7
199803079,"East Lake Cinema","Sketch",19980307,8
1998030710,"Issues","Show",19980307,9
1998030711,"The Lost Deep Thoughts","Miscellaneous",19980307,10
1998030712,"Guitarists","Sketch",19980307,11
1998030713,"Breath Spray Plus","Commercial",19980307,12
1998030714,"","Goodnights",19980307,13
199802281,"Phone Chat","Cold Opening",19980228,0
199802282,"","Monologue",19980228,1
199802283,"Cowboys","Sketch",19980228,2
199802284,"Mango","Sketch",19980228,3
199802285,"Oprah","Show",19980228,4
199802286,"Fun With Real Audio","Cartoon",19980228,5
199802287,"Old French Whore!","Game Show",19980228,6
199802288,"","Weekend Update",19980228,7
199802289,"Who's More Grizzled?!","Game Show",19980228,8
1998022810,"""Two Pina Coladas""","Musical Performance",19980228,9
1998022811,"Hey, Remember The 80's","Show",19980228,10
